main_topic,description_1,bill_link,bill_name,current_status,first_house_progress,second_house_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, planning/preparing/deploying using freed-up federal coronavirus funds",https://app.leg.wa.gov/billsummary?BillNumber=5344&Year=2021&Initiative=false,SB 5344,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Responding to the COVID-19 pandemic through state actions supported by federal funding.,"Rolfes, Robinson, Billig, Dhingra, Nguyen, Nobles, Randall, Saldaña",No Requester,8,0
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, prioritizing school teachers and classified/private school staff for receipt of",https://app.leg.wa.gov/billsummary?BillNumber=1420&Year=2021&Initiative=false,HB 1420,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Ensuring that critical school employees receive priority for receipt of the COVID-19 vaccine.,"MacEwen, Rude, Jesse Johnson, Robertson, Jacobsen, Pollet",No Requester,2,4
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, provider to inform patient of potential adverse reactions before administration",https://app.leg.wa.gov/billsummary?BillNumber=5836&Year=2021&Initiative=false,SB 5836,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning informed consent for COVID-19 vaccines.,"Fortunato, Linda Wilson",No Requester,1,3
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccines, limiting new hospital information reporting duties to COVID patient care and",https://app.leg.wa.gov/billsummary?BillNumber=5420&Year=2021&Initiative=false,2nd Substitute - 2SSB 5420,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning data reporting requirements for hospitals.,"Muzzall, Schoesler, Warnick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Immunization, law/rule/order requiring receipt of, exemption when medical/philosophical/religious objection",https://app.leg.wa.gov/billsummary?BillNumber=1065&Year=2021&Initiative=false,HB 1065,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning epidemic or pandemic vaccines.,"Eslick, Young",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Immunization, law/rule/order requiring receipt of, prohibiting unless conditions met",https://app.leg.wa.gov/billsummary?BillNumber=1065&Year=2021&Initiative=false,HB 1065,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning epidemic or pandemic vaccines.,"Eslick, Young",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Immunization, right to decline, despite laws/rules/orders/directives addressing emergencies/diseases",https://app.leg.wa.gov/billsummary?BillNumber=1305&Year=2021&Initiative=false,HB 1305,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the right to refuse vaccines and health-related measures.,"Kraft, Young, Sutherland, Eslick, Chase",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Immunization, right to decline, despite laws/rules/orders/directives addressing emergencies/diseases",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Immunization, right to decline, religious/philosophical/personal objections",https://app.leg.wa.gov/billsummary?BillNumber=1006&Year=2021&Initiative=false,HB 1006,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting the right of every Washington resident to decline an immunization or vaccination based on religion or conscience.,"Klippert, Eslick, Dent, Caldier, Young, Graham, Rude, Sutherland",No Requester,0,8
COVID-19 AND CORONAVIRUS,"Immunization, role of emergency medical technicians via collaborative care with public health agencies",https://app.leg.wa.gov/billsummary?BillNumber=1893&Year=2021&Initiative=false,Substitute - SHB 1893,C 136 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing emergency medical technicians to provide medical evaluation, testing, and vaccines outside of an emergency in response to a public health agency request.","Donaghy, Riccelli, Leavitt, Simmons, Slatter, Tharinger, Berg, Taylor, Frame, Macri, Harris-Talley, Pollet",Department of Health,12,1
COVID-19 AND CORONAVIRUS,"Immunization, role of emergency medical technicians via collaborative care with public health agencies",https://app.leg.wa.gov/billsummary?BillNumber=1893&Year=2021&Initiative=false,Substitute - SHB 1893,C 136 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing emergency medical technicians to provide medical evaluation, testing, and vaccines outside of an emergency in response to a public health agency request.","Donaghy, Riccelli, Leavitt, Simmons, Slatter, Tharinger, Berg, Taylor, Frame, Macri, Harris-Talley, Pollet",Department of Health,12,1
COVID-19 AND CORONAVIRUS,"Immunization, role of emergency medical technicians via collaborative care with public health agencies",https://app.leg.wa.gov/billsummary?BillNumber=5754&Year=2021&Initiative=false,SB 5754,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Allowing emergency medical technicians to provide medical evaluation, testing, and vaccines outside of an emergency in response to a public health agency request.","Robinson, Cleveland, Nobles, Stanford, Claire Wilson",Department of Health,5,2
COVID-19 AND CORONAVIRUS,"Immunization, rule/ordinance/order/policy requiring receipt for COVID of, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1720&Year=2021&Initiative=false,HB 1720,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting the right of every Washington resident to decline an immunization or vaccination for COVID-19.,"Walsh, Chase, Boehnke, Klippert, Sutherland, Graham, Rude, Eslick, Kraft, Jacobsen, Young",No Requester,0,11
COVID-19 AND CORONAVIRUS,"Immunization, rule/ordinance/order/policy requiring receipt for COVID of, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=5144&Year=2021&Initiative=false,SB 5144,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting the right of every Washington resident to decline an immunization or vaccination for COVID-19.,"Ericksen, Fortunato, Short, Wagoner, Jeff Wilson",No Requester,1,5
COVID-19 AND CORONAVIRUS,"Immunization, vaccination proof for access to public places, prohibiting government from requiring",https://app.leg.wa.gov/billsummary?BillNumber=5683&Year=2021&Initiative=false,SB 5683,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting the government from requiring proof of vaccination to access public places.,"McCune, Fortunato, Padden, Short, Jeff Wilson, Linda Wilson",No Requester,1,6
COVID-19 AND CORONAVIRUS,"Immunization, vaccine in limited supply, health care entity providing privileged access to, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=5418&Year=2021&Initiative=false,SB 5418,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting privileged access to drugs or vaccines.,"Billig, Kuderer, Conway, Darneille, Das, Frockt, Hasegawa, Hunt, Liias, Nguyen, Nobles, Randall, Saldaña, Stanford, Wellman, Claire Wilson",No Requester,15,2
COVID-19 AND CORONAVIRUS,"Immunization/antibody status, legislators, segregation of/discrimination against/privileged status for, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1695&Year=2021&Initiative=false,HB 1695,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Reforming the means by which the legislature establishes operating procedures.,"Walsh, Sutherland, Klippert, McCaslin, McEntire, Kraft, Jacobsen, Young",No Requester,0,8
COVID-19 AND CORONAVIRUS,"Immunizations, minimum required for schools/day care centers, prohibiting board of health from establishing",https://app.leg.wa.gov/billsummary?BillNumber=1968&Year=2021&Initiative=false,HB 1968,HEducation,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Preserving medical autonomy in schools and promoting local authority.,"Klippert, Graham",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Information technology, state, cloud computing services, agency adoption/migration to, for vital services",https://app.leg.wa.gov/billsummary?BillNumber=1274&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1274,C 40 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning cloud computing solutions.,"Hackney, Stokesbary, Robertson, Bateman, Springer, Walen, Leavitt, Berg, Slatter",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Information technology, state, cloud computing services, agency adoption/migration to, for vital services",https://app.leg.wa.gov/billsummary?BillNumber=1274&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1274,C 40 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning cloud computing solutions.,"Hackney, Stokesbary, Robertson, Bateman, Springer, Walen, Leavitt, Berg, Slatter",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Information technology, state, cloud computing services, agency adoption/migration to, for vital services",https://app.leg.wa.gov/billsummary?BillNumber=1274&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1274,C 40 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning cloud computing solutions.,"Hackney, Stokesbary, Robertson, Bateman, Springer, Walen, Leavitt, Berg, Slatter",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Insurance adjusters, emergency, nonresident independent adjusters as",https://app.leg.wa.gov/billsummary?BillNumber=1037&Year=2021&Initiative=false,Substitute - SHB 1037,C 22 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning insurance adjusters.,"Kirby, Vick",Insurance Commissioner,1,1
COVID-19 AND CORONAVIRUS,"Insurance adjusters, emergency, nonresident independent adjusters as",https://app.leg.wa.gov/billsummary?BillNumber=1037&Year=2021&Initiative=false,Substitute - SHB 1037,C 22 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning insurance adjusters.,"Kirby, Vick",Insurance Commissioner,1,1
COVID-19 AND CORONAVIRUS,"Insurance rates/underwriting rules/etc., exceptions when credit information impacted by extraordinary life events",https://app.leg.wa.gov/billsummary?BillNumber=1351&Year=2021&Initiative=false,HB 1351,HRules R,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning reasonable exceptions to insurance rates for consumers whose credit information is influenced by extraordinary life circumstances.,"Kirby, Vick, Shewmake, Ryu, Sutherland, Duerr, Hackney, Walen, Young, Santos, Harris-Talley",No Requester,7,4
COVID-19 AND CORONAVIRUS,"Insurance rates/underwriting rules/etc., exceptions when credit information impacted by extraordinary life events",https://app.leg.wa.gov/billsummary?BillNumber=5409&Year=2021&Initiative=false,SB 5409,"SBusiness, Fina","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Requiring insurers who use credit information to provide reasonable exceptions to insurance rates for consumers experiencing extraordinary life circumstances.,"Dozier, Braun",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Insurance, health carriers, reimbursing advanced registered nurse practitioners at same rate as physicians",https://app.leg.wa.gov/billsummary?BillNumber=5222&Year=2021&Initiative=false,SB 5222,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Requiring health carriers to reimburse advanced registered nurse practitioners at the same rate as physicians for the same services.,"Randall, Cleveland, Keiser, Conway, Das, Hasegawa, Hunt, Kuderer, Nguyen, Robinson, Claire Wilson",No Requester,11,2
COVID-19 AND CORONAVIRUS,"Insurance, health coverage, reimbursing advanced registered nurse practitioners at same rate as physicians",https://app.leg.wa.gov/billsummary?BillNumber=5704&Year=2021&Initiative=false,Substitute - SSB 5704,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Requiring health carriers to reimburse advanced registered nurse practitioners at the same rate as physicians for the same services.,"Randall, Cleveland, Conway, Das, Frockt, Hasegawa, Holy, Hunt, Keiser, Lovelett, Lovick, Nobles, Robinson, Saldaña, Stanford, Claire Wilson",No Requester,15,3
COVID-19 AND CORONAVIRUS,"Internet, broadband services, provider data caps during state of emergency, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=5470&Year=2021&Initiative=false,SB 5470,"SEnvironment, E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting broadband internet access service providers from applying data caps during a state of emergency.,"Rivers, Nguyen, Linda Wilson",No Requester,2,3
COVID-19 AND CORONAVIRUS,"Labor and industries, department of, safety/health rules/guidance/policies/penalties, restricting",https://app.leg.wa.gov/billsummary?BillNumber=1609&Year=2021&Initiative=false,HB 1609,HLabor & Workpl,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Limiting agency authority to align with federal standards during public health emergencies.,"Hoff, Vick, Caldier, Graham, Corry, Dufault",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Labor standards, for health emergency, establishing",https://app.leg.wa.gov/billsummary?BillNumber=5115&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5115,C 252 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing health emergency labor standards.,"Keiser, Liias, Conway, Kuderer, Lovelett, Nguyen, Salomon, Stanford, Claire Wilson",No Requester,9,2
COVID-19 AND CORONAVIRUS,"Labor standards, for health emergency, establishing",https://app.leg.wa.gov/billsummary?BillNumber=5115&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5115,C 252 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing health emergency labor standards.,"Keiser, Liias, Conway, Kuderer, Lovelett, Nguyen, Salomon, Stanford, Claire Wilson",No Requester,9,2
COVID-19 AND CORONAVIRUS,"Legislators, access to legislative/Newhouse/Cherberg/O'Brien buildings and house/senate floors, requiring",https://app.leg.wa.gov/billsummary?BillNumber=1696&Year=2021&Initiative=false,HB 1696,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning access to legislative facilities on the capitol campus.,"Walsh, Sutherland, Chase, Klippert, McCaslin, Graham, McEntire, Chambers, Dufault, Eslick, Kraft, Jacobsen, Young",No Requester,0,13
COVID-19 AND CORONAVIRUS,"Legislators, vaccination/antibody status of, segregation/discrimination/privileged status due to, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1695&Year=2021&Initiative=false,HB 1695,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Reforming the means by which the legislature establishes operating procedures.,"Walsh, Sutherland, Klippert, McCaslin, McEntire, Kraft, Jacobsen, Young",No Requester,0,8
COVID-19 AND CORONAVIRUS,"Legislature, bipartisan approach to legislative authority necessary in continuing emergencies (BALANCE) act of 2022",https://app.leg.wa.gov/billsummary?BillNumber=5943&Year=2021&Initiative=false,SB 5943,SState Govt & E,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing balanced legislative oversight of gubernatorial powers during a declared emergency.,"Linda Wilson, Mullet, Braun, Dozier, Fortunato, Gildon, Holy, King, Padden, Rivers, Short, Wagoner, Warnick, Jeff Wilson",No Requester,2,13
COVID-19 AND CORONAVIRUS,"Licensing, distance supervision of independent clinical and advanced social workers for",https://app.leg.wa.gov/billsummary?BillNumber=1007&Year=2021&Initiative=false,Substitute - SHB 1007,C 21 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the completion of supervised experience through distance supervision.,"Klippert, Slatter, Graham, Macri",No Requester,2,2
COVID-19 AND CORONAVIRUS,"Licensing, distance supervision of independent clinical social workers for",https://app.leg.wa.gov/billsummary?BillNumber=1007&Year=2021&Initiative=false,Substitute - SHB 1007,C 21 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the completion of supervised experience through distance supervision.,"Klippert, Slatter, Graham, Macri",No Requester,2,2
COVID-19 AND CORONAVIRUS,"Liquor licenses, annual renewal date extension due to COVID, when",https://app.leg.wa.gov/billsummary?BillNumber=1011&Year=2021&Initiative=false,Substitute - SHB 1011,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning renewal dates for liquor licenses.,"MacEwen, Eslick, Wicks, Corry, Young, Graham, Vick, Rude, Stokesbary, Rule",No Requester,2,8
